	rH_B	rH_A	Deg_Comp3	Deg_Fans	Deg_Comp1	AppPower_Fans	T_evap_P4_C3	T_disch_C2	T_disch_C3	Current_FBRL	T_air_out_right	Deg_FBRL	T_water_in	p_liquid_C1	p_liquid_C2	p_liquid_C3	Current_Fans	T_amb_AVG_A	ReactPower_FBRL	T_evap_P3_C3	T_evap_P3_C2	T_evap_P3_C1	T_water_out_C3	T_water_out_C2	T_w_cond_out	Deg_Comp2	T_cond_in_C3	T_cond_in_C2	T_cond_in_C1	T_SC_C2	T_SC_C3	T_SC_C1	Voltage_Lights	T_Product_3.3	T_Product_3.2	T_Product_3.5	T_Product_3.4	T_Product_3.6	T_evap_P4_C2	T_amb_AVG_B	T_disch_C1	PF_Lights	Current_Comp1	Current_Comp2	T_evap_P4_C1	ReactPower_Fans	T_cond_C3	Voltage_Total	T_air_in_right	T_air_out_left	Ta_A	Ta_B	PF_FBRL	AppPower_Total	Current_Comp3	ReactPower_Lights	AppPower_FBRL	Current_Total	AppPower_Comp1	T_air_in_left	AppPower_Comp3	T_Product_2.4	T_Product_2.5	T_Product_2.6	T_Product_2.1	T_Product_2.2	T_Product_2.3	T_evap_P5_C1	T_evap_P5_C3	T_evap_P5_C2	T_Product_1.3	T_Product_1.2	T_Product_1.1	AppPower_Comp2	T_Product_1.5	Power_Total	PF_Comp1	PF_Comp2	PF_Comp3	T_evap_out_C3	T_evap_out_C2	p_amb_A	T_evap_out_C1	Power_Fans	V_dot_w	p_disch_C1	p_disch_C2	p_disch_C3	T_evap_C1	T_evap_C2	T_evap_C3	T_SH_C3	T_SH_C2	T_SH_C1	T_Product_4.2	T_Product_4.3	T_liquid_C2	T_Product_4.1	T_Product_4.6	Power_FBRL	T_Product_4.5	Voltage_Comp1	Voltage_Comp3	Voltage_Comp2	Voltage_Fans	Current_Lights	ReactPower_Comp2	ReactPower_Comp3	T_water_out_C1	ReactPower_Comp1	T_evap_P2_C1	T_evap_P2_C2	T_evap_P2_C3	T_cond_C2	Power_Lights	T_cond_C1	Power_Comp2	Power_Comp3	Power_Comp1	T_w_cond_in	PF_Total	T_Product_1.6	Deg_Lights	T_evap_in_C1	T_evap_in_C3	T_evap_in_C2	T_air_out_mid	T_Product_1.4	Voltage_Fans_Boards_Relay_Light	T_Product_3.1	T_liquid_C1	p_evap_out_C3	p_evap_out_C2	p_evap_out_C1	T_liquid_C3	P_A	T_air_in_mid	ReactPower_Total	p_evap_in_C1	p_evap_in_C3	p_evap_in_C2	T_Product_4.4	PF_Fans	T_evap_P1_C1	T_evap_P1_C3	T_evap_P1_C2	AppPower_Lights	h_cond_in_C1	h_vap,sat_HP_C1	h_vap,sat_LP_C1	h_liq,sat_LP_C1	h_liq,sat_HP_C1	h_cond_out_C1	h_evap_out_C1	h_disch_C1	Q_desh_C1	%_desh_C1	m_dot_C1	T_w_pinch_C1	dT_pinch_C1	Q_cond_w_C1	Q_evap_C1	x_cond_out_C1	x_evap,in_C1	T_vap,sat_HP_C1	T_sat_liqline_C1	T_sat_evap_in_C1	T_sat_evap_out_C1	dT_SH_C1	dT_SC_C1	dT_cond_C1	dT_evap_C1	dT_glide_C1	h_cond_in_C2	h_vap,sat_HP_C2	h_vap,sat_LP_C2	h_liq,sat_LP_C2	h_liq,sat_HP_C2	h_cond_out_C2	h_evap_out_C2	h_disch_C2	Q_desh_C2	%_desh_C2	m_dot_C2	T_w_pinch_C2	dT_pinch_C2	Q_cond_w_C2	Q_evap_C2	x_cond_out_C2	x_evap,in_C2	T_vap,sat_HP_C2	T_sat_liqline_C2	T_sat_evap_in_C2	T_sat_evap_out_C2	dT_SH_C2	dT_SC_C2	dT_cond_C2	dT_evap_C2	dT_glide_C2	h_cond_in_C3	h_vap,sat_HP_C3	h_vap,sat_LP_C3	h_liq,sat_LP_C3	h_liq,sat_HP_C3	h_cond_out_C3	h_evap_out_C3	h_disch_C3	Q_desh_C3	%_desh_C3	m_dot_C3	T_w_pinch_C3	dT_pinch_C3	Q_cond_w_C3	Q_evap_C3	x_cond_out_C3	x_evap,in_C3	T_vap,sat_HP_C3	T_sat_liqline_C3	T_sat_evap_in_C3	T_sat_evap_out_C3	dT_SH_C3	dT_SC_C3	dT_cond_C3	dT_evap_C3	dT_glide_C3	dT_air_in/out_left	dT_air_in/out_mid	dT_air_in/out_right	T_avg_air_in	T_avg_air_out	dT_avg_in/out	Q_evap_tot	COP	Power_Comps	m_dot_w
353			35.97E+00	61.38E+00	31.68E+00	153.62E+00	266.370636	338.635031	339.93043	367.68E-03	275.103054	-25.01E+00	303.168152	10.577826	10.678357	10.619771	662.36E-03		-36.046E+00	267.3606	267.925443	268.042939	307.930681	308.007298		39.83E+00	338.797547	336.082764	333.462842	272.230165	272.313534	272.089448	231.85E+00	276.153293	281.847327	280.454623	278.421012	283.988872	266.823933		337.882757	0.9239E+00	4.7246E+00	4.7412E+00	267.216948	134.84E+00	306.190253	231.72E+00	283.537743	272.853901			0.9062E+00	3.1505E+03	4.1299E+00	-26.819E+00	85.262E+00	4.5319E+00	1.0954E+03	280.010657	956.13E+00	279.025796	279.117113	282.791793	275.221265	280.57713	275.910288	266.023403	265.417363	265.864678	274.125371	277.680239	273.741914	1.0990E+03	277.070474	2.5500E+03	0.8510E+00	0.7680E+00	0.8093E+00	274.286338	273.491274		273.684744	73.590E+00		11.167032	11.322579	11.183092	265.489174	265.314915	264.911392	282.524947	281.326359	281.34557	282.035325	277.918194	307.318651	276.624099	284.158785	77.267E+00	281.001852	231.84E+00	231.52E+00	231.81E+00	231.92E+00	302.35E-03	703.89E+00	561.59E+00	307.876743	575.29E+00	268.804428	268.781995	267.859292	306.398816	64.767E+00	306.040457	844.04E+00	773.83E+00	932.14E+00		0.8094E+00	279.462618	-22.49E+00	269.836762	269.085305	269.959435	273.954325	276.550084	231.89E+00	274.965217	307.101009	2.658446	2.706824	2.727863	307.026719		281.543206	1.8408E+03	3.39007	3.232691	3.377728	281.681739	0.4791E+00	269.446528	268.601514	269.343309	70.100E+00	663.632075543	609.920488051	571.938969956	193.418506499	292.559056091		580.147838917	672.873029476	0.556191879986		8.83509811353							308.051011836	305.979990859	270.508187628	265.349256393	8.3354876067	-1.12101814142		16.3479456067	4.4875056067	668.64540605	610.383993888	571.838088611	193.193656237	294.072915506		579.907193574	673.995773761	0.557583384693		8.76541083763							308.585452273	306.338730997	270.417570215	265.174404861	8.31686913874	-0.979920002938		16.5227971387	4.78503013874	674.740023394	609.968683559	570.633949395	190.519582208	292.715853093		581.443465651	677.110711477	0.577437422112		8.60023803293							308.106422956	306.12994605	269.33805603	264.769488292	9.51684970783	-0.896772949624		16.9277137078	4.31581670783	7.156756	7.588881	8.434689	281.697202	273.970426667	7.72677533333				
354			36.00E+00	61.29E+00	31.75E+00	153.77E+00	266.370921	338.649596	339.911676	367.47E-03	275.112791	-25.03E+00	303.178774	10.600539	10.653401	10.665547	662.54E-03		-36.082E+00	267.370381	267.962778	268.042996	307.965907	308.009366		39.98E+00	338.789169	336.102276	333.468166	272.133047	272.492202	272.170318	232.01E+00	276.149657	281.841922	280.473416	278.410952	283.995733	266.855006		337.913311	0.9239E+00	4.7321E+00	4.7422E+00	267.224312	134.86E+00	306.353279	231.86E+00	283.117929	272.8552			0.9061E+00	3.1537E+03	4.1264E+00	-26.823E+00	85.274E+00	4.5336E+00	1.0979E+03	279.950136	955.76E+00	279.009092	279.1088	282.782601	275.219801	280.560246	275.898267	266.01223	265.405966	265.883766	274.130167	277.683421	273.746089	1.1000E+03	277.068762	2.5498E+03	0.8504E+00	0.7663E+00	0.8090E+00	274.291486	273.483593		273.690893	73.867E+00		11.14483	11.301449	11.15551	265.475248	265.205598	264.892319	282.549167	281.427995	281.365645	282.043415	277.932091	307.327021	276.62502	284.162345	77.265E+00	281.000929	232.02E+00	231.62E+00	231.95E+00	232.08E+00	302.15E-03	706.69E+00	561.79E+00	307.894657	577.67E+00	268.810973	268.827777	267.877141	306.310068	64.768E+00	306.121621	842.92E+00	773.22E+00	933.67E+00		0.8085E+00	279.461152	-22.50E+00	269.848458	269.106031	270.01338	273.956374	276.550301	232.06E+00	274.962854	307.101303	2.656171	2.693671	2.726179	307.011077		281.385705	1.8462E+03	3.384009	3.221951	3.382605	281.677911	0.4804E+00	269.462287	268.616912	269.389294	70.103E+00	663.711235864	609.853731096	571.889458858	193.308137248	292.342104805		580.165069602	673.001570354	0.557686005074		8.83143448172							307.97432093	306.061240146	270.463710451	265.335288369	8.35560463141	-1.04006285354		16.1493016314	4.51316963141	668.749454307	610.321457903	571.877981484	193.282556499	293.867889695		579.947818145	674.087661128	0.556487520528		8.72699788271							308.513143333	306.249888495	270.453400966	265.064712328	8.41888067202	-1.07713250476		16.419877672	4.94866767202	674.802059986	609.885862492	570.543385999	190.319185802	292.446493936		581.46130239	677.150052249	0.578152521543		8.59524991873							308.01122496	306.293145235	269.25702091	264.750347768	9.54113823213	-0.717931765471		16.7342422321	4.35568323213	7.094936	7.429331	8.005138	281.48459	273.974788333	7.50980166667				
355			35.99E+00	61.30E+00	31.70E+00	154.17E+00	266.355951	338.647422	339.907822	367.58E-03	275.088375	-25.09E+00	303.181937	10.596935	10.655417	10.638905	664.29E-03		-36.173E+00	267.331333	267.938756	268.035238	307.929187	307.997068		40.06E+00	338.782691	336.100941	333.463414	272.151369	272.393715	272.168149	232.05E+00	276.145638	281.838523	280.450147	278.401464	283.989616	266.841172		337.891837	0.9238E+00	4.7382E+00	4.7460E+00	267.183175	135.23E+00	306.258452	231.88E+00	283.597654	272.834098			0.9057E+00	3.1547E+03	4.1199E+00	-26.833E+00	85.312E+00	4.5347E+00	1.0995E+03	279.977589	954.12E+00	279.013025	279.104522	282.784739	275.220403	280.573429	275.920226	265.996875	265.397338	265.866095	274.131012	277.683017	273.751951	1.1010E+03	277.059963	2.5502E+03	0.8508E+00	0.7654E+00	0.8091E+00	274.280094	273.475301		273.694809	74.049E+00		11.129094	11.294132	11.146979	265.479639	265.27189	264.940539	282.489555	281.353411	281.365171	282.027471	277.913134	307.315874	276.614296	284.154816	77.264E+00	280.994296	232.05E+00	231.59E+00	231.99E+00	232.09E+00	302.11E-03	708.58E+00	560.72E+00	307.877176	577.77E+00	268.808783	268.799417	267.859553	306.317243	64.765E+00	306.108749	842.72E+00	771.97E+00	935.47E+00		0.8084E+00	279.454781	-22.50E+00	269.8463	269.110328	269.993799	273.932136	276.54539	232.09E+00	274.956035	307.0906	2.661924	2.701643	2.72671	307.014738		281.334363	1.8471E+03	3.379997	3.245298	3.402417	281.659252	0.4803E+00	269.457672	268.614409	269.348826	70.104E+00	663.749490115	609.806324895	571.856653313	193.235024716	292.188204356		580.169516024	673.002473225	0.558283923636		8.83414477602							307.919902881	306.048355649	270.434244013	265.339693289	8.35511571131	-1.04224435082		16.2968420446	4.50660671131	668.768513809	610.299771413	572.039648901	193.643033558	293.796847081		579.901373101	674.104338589	0.558437097734		8.75230602519							308.488082629	306.25707056	270.598650947	265.131231759	8.34406924061	-1.05880344048		16.5053035739	4.86256724061	674.813107801	609.860199287	570.740005827	190.754388178	292.363113779		581.418933981	677.166283901	0.579764008855		8.61384245096							307.981748567	306.198219204	269.432981416	264.798732822	9.48136117838	-0.816518796354		16.8378025117	4.31159517838	7.143491	7.402227	8.509279	281.636535333	273.951536333	7.684999				
356			36.01E+00	61.29E+00	31.76E+00	154.06E+00	266.381835	338.651767	339.903098	367.39E-03	275.109012	-25.00E+00	303.237533	10.587572	10.683314	10.656027	664.13E-03		-36.021E+00	267.348647	267.928214	268.044392	307.975258	308.00102		39.95E+00	338.77876	336.115064	333.45437	272.235438	272.414413	272.121373	231.93E+00	276.168561	281.861788	280.469699	278.422839	283.999588	266.828903		337.916541	0.9240E+00	4.7272E+00	4.7390E+00	267.206957	135.12E+00	306.319413	231.78E+00	283.514805	272.841327			0.9063E+00	3.1507E+03	4.1265E+00	-26.815E+00	85.223E+00	4.5309E+00	1.0964E+03	279.828184	955.49E+00	279.013735	279.127468	282.791193	275.218475	280.575561	275.914462	266.008994	265.419558	265.833641	274.127392	277.693624	273.744808	1.0988E+03	277.083078	2.5474E+03	0.8502E+00	0.7666E+00	0.8089E+00	274.269474	273.512002		273.697863	73.997E+00		11.178071	11.339721	11.187709	265.468052	265.092912	264.893655	282.525818	281.56909	281.379811	282.043625	277.938754	307.330989	276.644382	284.173266	77.236E+00	281.010978	231.92E+00	231.55E+00	231.87E+00	231.97E+00	302.27E-03	705.56E+00	561.81E+00	307.891236	577.12E+00	268.819166	268.785733	267.879235	306.416426	64.772E+00	306.075299	842.37E+00	772.87E+00	932.17E+00		0.8085E+00	279.484915	-22.49E+00	269.845728	269.10982	269.964137	273.942221	276.54826	231.97E+00	274.970282	307.103926	2.65633	2.680149	2.725308	307.055		281.575619	1.8445E+03	3.386579	3.253193	3.382608	281.673366	0.4803E+00	269.450818	268.611471	269.348258	70.103E+00	663.580511877	609.95362415	571.910459843	193.354948496	292.666844355		580.180375346	672.911525261	0.555661880027		8.82592764722							308.089104971	306.014868692	270.482575395	265.328061948	8.36980105179	-1.08905730798		16.3114740518	4.51766605179	668.66184956	610.434628816	571.878006012	193.282611164	294.239103114		580.050715583	673.981062456	0.551683667538		8.68158346488							308.644047179	306.356361182	270.453422997	264.951635148	8.56036685187	-0.974627818211		16.6879008519	5.01250185187	674.687388067	609.982524487	570.806285561	190.901199358	292.760908629		581.423561842	677.040342929	0.576296085789		8.59401780697							308.122342886	306.259243525	269.492319807	264.751685793	9.51778820702	-0.795756475423		16.887850207	4.35813420702	6.986857	7.633398	8.405793	281.639536	273.964186667	7.67534933333				
357			35.96E+00	61.46E+00	31.70E+00	154.61E+00	266.380853	338.642231	339.935085	367.61E-03	275.121779	-25.09E+00	303.147253	10.595971	10.637513	10.63978	666.24E-03		-36.169E+00	267.354241	267.938558	268.033553	307.978042	308.037852		39.99E+00	338.793897	336.099756	333.47139	272.06988	272.371001	272.132819	232.03E+00	276.159522	281.847384	280.461142	278.415039	283.998169	266.843411		337.907049	0.9238E+00	4.7368E+00	4.7447E+00	267.203407	135.82E+00	306.26157	231.86E+00	283.311392	272.85152			0.9057E+00	3.1549E+03	4.1247E+00	-26.842E+00	85.311E+00	4.5354E+00	1.0991E+03	279.840579	955.27E+00	279.019289	279.120316	282.790715	275.224317	280.568984	275.898697	266.005437	265.42351	265.866847	274.124093	277.690925	273.740637	1.1006E+03	277.0731	2.5516E+03	0.8508E+00	0.7662E+00	0.8094E+00	274.277222	273.47894		273.658676	73.863E+00		11.136628	11.292115	11.151513	265.503486	265.153633	264.908325	282.518897	281.475306	281.30519	282.047217	277.93139	307.333615	276.641103	284.167371	77.264E+00	281.013583	232.03E+00	231.60E+00	231.96E+00	232.06E+00	302.17E-03	707.21E+00	560.93E+00	307.916094	577.53E+00	268.814539	268.789747	267.880492	306.253495	64.772E+00	306.105306	843.27E+00	773.24E+00	935.08E+00		0.8088E+00	279.468563	-22.51E+00	269.800483	269.091168	269.992874	273.946584	276.548334	232.07E+00	274.971046	307.122487	2.65808	2.687431	2.729595	307.040569		281.953917	1.8457E+03	3.377103	3.246511	3.400311	281.672018	0.4777E+00	269.447165	268.61054	269.35518	70.114E+00	663.743089766	609.829031241	571.832973482	193.182258747	292.261901795		580.096798662	673.012348412	0.558775471822		8.84371851364							307.945963321	306.044908799	270.412976251	265.363617599	8.29505840119	-1.07757820099		16.3383450679	4.43686540119	668.772055213	610.2937905	572.02249348	193.604765707	293.777259414		579.965378811	674.099312163	0.55566716507		8.70876298144							308.481172489	306.193255102	270.583234281	265.012569411	8.46637058858	-1.14035989825		16.6893932552	4.98030458858	674.823471494	609.873841366	570.750195994	190.776956148	292.407432152		581.429573946	677.210406373	0.579220570663		8.60187285468							307.997416375	306.201339375	269.442103637	264.766409587	9.51081241283	-0.839229624536		16.9355530795	4.32475841283	6.989059	8.007333	8.189613	281.701962667	273.973294333	7.72866833333				
358			35.88E+00	61.33E+00	31.73E+00	154.33E+00	266.388944	338.643915	339.9098	367.71E-03	275.12057	-25.06E+00	303.213339	10.573499	10.682276	10.630599	665.57E-03		-36.117E+00	267.352821	267.921675	268.032947	307.958666	308.001006		39.93E+00	338.78594	336.087659	333.443032	272.228832	272.355054	272.064768	231.89E+00	276.141048	281.843495	280.450224	278.414079	283.974843	266.819182		337.910425	0.9239E+00	4.7358E+00	4.7377E+00	267.189405	135.41E+00	306.228859	231.71E+00	283.794576	272.859749			0.9059E+00	3.1517E+03	4.1279E+00	-26.817E+00	85.282E+00	4.5338E+00	1.0982E+03	279.743983	955.51E+00	279.010608	279.098166	282.770636	275.210273	280.566507	275.900274	265.990181	265.43232	265.863469	274.120857	277.674267	273.745776	1.0981E+03	277.057058	2.5502E+03	0.8506E+00	0.7668E+00	0.8102E+00	274.274101	273.476085		273.654477	74.049E+00		11.164455	11.332915	11.185905	265.490296	265.31707	264.96033	282.463771	281.309015	281.314181	282.020841	277.916477	307.333908	276.62193	284.15772	77.256E+00	280.992001	231.89E+00	231.48E+00	231.77E+00	231.88E+00	302.31E-03	704.85E+00	560.01E+00	307.88968	577.51E+00	268.802421	268.768273	267.881719	306.41274	64.771E+00	306.024981	841.98E+00	774.20E+00	934.05E+00		0.8092E+00	279.445939	-22.49E+00	269.841591	269.10356	269.970227	273.945372	276.54224	231.93E+00	274.959401	307.110213	2.664287	2.707083	2.727999	307.023804		281.552177	1.8424E+03	3.383555	3.247366	3.39284	281.663484	0.4798E+00	269.429236	268.61298	269.343433	70.103E+00	663.598562586	609.912747245	571.885747859	193.299865998	292.533885665		580.096213009	672.938398458	0.556945643999		8.83680903379							308.042115537	305.964499005	270.460377028	265.350384245	8.30409275515	-1.14571399492		16.3465277552	4.49120675515	668.624752762	610.414535422	571.961578002	193.468914226	294.173135807		579.880528925	673.984373131	0.557249667363		8.76594447064							308.620790004	306.35266986	270.528499282	265.176561906	8.29952309387	-0.981238140038		16.5203500939	4.79366509387	674.707619026	609.977117194	570.757377181	190.792860948	292.743305207		581.399312676	677.059514237	0.578133239137		8.61825552786							308.116123019	306.168592186	269.448532387	264.818590006	9.45551099411	-0.855211814184		16.8783219941	4.28496999411	6.884234	7.606805	8.674006	281.696912	273.975230333	7.72168166667				
359			35.93E+00	61.24E+00	31.79E+00	153.77E+00	266.359875	338.651019	339.909514	367.53E-03	275.127279	-25.04E+00	303.131163	10.576312	10.665572	10.645873	662.81E-03		-36.100E+00	267.343773	267.920196	268.021786	307.962274	308.016934		39.90E+00	338.792875	336.100312	333.450844	272.183848	272.408824	272.07733	232.00E+00	276.144337	281.840158	280.455698	278.400885	283.982631	266.821355		337.897297	0.9238E+00	4.7339E+00	4.7387E+00	267.195033	134.80E+00	306.283268	231.84E+00	283.503947	272.843692			0.9060E+00	3.1549E+03	4.1351E+00	-26.846E+00	85.280E+00	4.5359E+00	1.0983E+03	279.925227	957.77E+00	279.022407	279.109137	282.777972	275.223615	280.574228	275.909515	265.968478	265.407285	265.849266	274.12869	277.679968	273.749116	1.0988E+03	277.071351	2.5520E+03	0.8500E+00	0.7671E+00	0.8098E+00	274.279298	273.501864		273.639503	73.974E+00		11.1365	11.29275	11.169043	265.365062	265.084441	264.93829	282.491007	281.567423	281.424441	282.035023	277.918128	307.319518	276.624737	284.162678	77.262E+00	280.996044	232.00E+00	231.62E+00	231.89E+00	231.99E+00	302.19E-03	704.90E+00	561.99E+00	307.887167	578.55E+00	268.807469	268.780641	267.857289	306.353366	64.764E+00	306.035041	842.96E+00	775.55E+00	933.52E+00		0.8089E+00	279.450395	-22.52E+00	269.828279	269.097872	269.957841	273.945351	276.555063	232.04E+00	274.958417	307.107711	2.661656	2.679134	2.712869	307.024444		281.479872	1.8454E+03	3.38362	3.246788	3.379814	281.677631	0.4811E+00	269.431367	268.608504	269.340743	70.107E+00	663.700551193	609.828645613	571.886279189	193.301050242	292.260649913		580.132543829	672.992335791	0.555404700377		8.79310089087							307.945520662	305.974570804	270.460854296	265.224720213	8.41478278744	-1.13314019637		16.4116284541	4.60355878744	668.771323577	610.295673567	571.855156334	193.231688776	293.783426273		580.037762619	674.115886999	0.554117767675		8.68248064166							308.483348057	306.293234235	270.432899473	264.943134625	8.55872937477	-1.02628376457		16.6932140414	5.01470637477	674.77078308	609.926527296	570.752522666	190.782109162	292.578696156		581.41867159	677.106976401	0.578514514788		8.61135229808							308.057953236	306.223061705	269.444186508	264.796480106	9.48281789369	-0.80138229529		16.8398685604	4.30139189369	7.081535	7.534521	8.376668	281.636348667	273.972107333	7.66424133333				
360			35.79E+00	61.49E+00	31.78E+00	154.82E+00	266.370082	338.665666	339.917176	367.68E-03	275.122142	-25.07E+00	303.24735	10.605083	10.690213	10.625013	667.74E-03		-36.132E+00	267.337646	267.916848	268.024439	307.958445	308.002353		39.85E+00	338.784734	336.115027	333.469255	272.246189	272.318243	272.171282	231.92E+00	276.151991	281.851125	280.465257	278.411364	284.001544	266.820438		337.930837	0.9239E+00	4.7344E+00	4.7295E+00	267.198177	136.05E+00	306.208946	231.75E+00	283.32308	272.847795			0.9058E+00	3.1516E+03	4.1350E+00	-26.822E+00	85.286E+00	4.5330E+00	1.0981E+03	280.0759	957.38E+00	279.019477	279.110147	282.790319	275.231477	280.580096	275.914485	265.984813	265.404833	265.840435	274.131993	277.694653	273.749945	1.0961E+03	277.079228	2.5517E+03	0.8501E+00	0.7678E+00	0.8112E+00	274.28483	273.479144		273.623399	73.887E+00		11.153912	11.329871	11.166811	265.362641	265.127589	264.85608	282.578751	281.501555	281.410758	282.041725	277.927997	307.34474	276.641247	284.162264	77.254E+00	281.008914	231.94E+00	231.53E+00	231.77E+00	231.86E+00	302.26E-03	702.32E+00	559.86E+00	307.888412	578.32E+00	268.803719	268.768554	267.871391	306.440929	64.765E+00	306.137844	841.59E+00	776.62E+00	933.48E+00		0.8096E+00	279.472515	-22.50E+00	269.831166	269.118015	269.973174	273.944779	276.554753	231.96E+00	274.965947	307.116562	2.651851	2.684306	2.712577	307.040703		281.45229	1.8405E+03	3.384762	3.230153	3.377105	281.670502	0.4772E+00	269.444606	268.62356	269.339587	70.099E+00	663.685690493	609.881057033	571.895613159	193.321854624	292.430877894		580.106570939	673.01177924	0.555009449424		8.79143196883							308.005704689	306.077481015	270.469238664	265.22229118	8.40110782022	-1.039080985		16.3947988202	4.60887482022	668.691230244	610.40554412	571.832989851	193.182295221	294.143625274		579.978440701	674.038828354	0.553370724653		8.6962464897							308.610385133	306.380889209	270.412990952	264.986431179	8.49271282107	-0.963850790752		16.6306588211	4.98674282107	674.760192078	609.919824289	570.612565829	190.472256195	292.556897626		581.467474451	677.129368422	0.576754925475		8.58144379519							308.050248956	306.148658528	269.318920321	264.713977081	9.5708529195	-0.892044471826		16.9031129195	4.4040379195	7.228105	7.507511	8.200938	281.61709	273.971572	7.645518				
361			35.92E+00	61.38E+00	31.80E+00	154.30E+00	266.378207	338.702229	339.890878	367.81E-03	275.111125	-25.07E+00	303.171347	10.587882	10.637971	10.634863	665.35E-03		-36.153E+00	267.359635	267.922712	268.018837	307.944548	308.001226		39.92E+00	338.771444	336.116124	333.474621	272.082133	272.366806	272.112079	231.92E+00	276.153119	281.83661	280.453326	278.403658	283.999606	266.832407		337.906982	0.9239E+00	4.7349E+00	4.7382E+00	267.185991	135.45E+00	306.244052	231.75E+00	283.726827	272.844661			0.9058E+00	3.1536E+03	4.1341E+00	-26.823E+00	85.314E+00	4.5357E+00	1.0981E+03	279.818857	957.17E+00	279.02052	279.11057	282.783649	275.225318	280.569261	275.914095	265.973331	265.426352	265.87714	274.130879	277.685819	273.745856	1.0983E+03	277.065993	2.5508E+03	0.8499E+00	0.7669E+00	0.8098E+00	274.263644	273.452916		273.628008	73.899E+00		11.163182	11.300731	11.176483	265.42697	265.290591	264.945334	282.46831	281.312326	281.351038	282.023665	277.923866	307.322991	276.623686	284.161975	77.275E+00	280.990591	231.91E+00	231.53E+00	231.80E+00	231.91E+00	302.25E-03	704.84E+00	561.54E+00	307.895816	578.57E+00	268.7962	268.780724	267.876752	306.255124	64.761E+00	306.076406	842.33E+00	775.15E+00	933.29E+00		0.8089E+00	279.461017	-22.50E+00	269.832128	269.118024	269.963502	273.934457	276.55101	231.95E+00	274.962029	307.114327	2.662497	2.703894	2.720343	307.027246		281.631963	1.8449E+03	3.377634	3.24813	3.39631	281.654796	0.4789E+00	269.429572	268.612879	269.344467	70.096E+00	663.66850077	609.908922654	571.837319336	193.191942122	292.521450757		580.082731297	672.934905931	0.555534326252		8.81436984189							308.037720387	306.015977731	270.416879314	265.286844537	8.34116346272	-1.09834926943		16.4390377961	4.54528346272	668.780615203	610.31933057	571.989882014	193.532030977	293.860919482		579.854464067	674.200064523	0.559563129309		8.75949749927							308.510684668	306.194888453	270.553930309	265.149994858	8.30292114189	-1.12810254658		16.5758874752	4.81350714189	674.704484036	609.948859688	570.76379301	190.807071175	292.651341953		581.388895943	677.046773709	0.577973925367		8.61388813352							308.083626694	306.183803561	269.454276087	264.803548845	9.4600951554	-0.843442438702		16.9223334887	4.3144751554	6.974196	7.697506	8.615702	281.725882333	273.963414333	7.762468				
362			35.83E+00	61.53E+00	31.78E+00	155.20E+00	266.394284	338.686038	339.913697	367.87E-03	275.121632	-25.12E+00	303.160314	10.573361	10.655452	10.648848	669.29E-03		-36.221E+00	267.353525	267.919152	268.021408	307.953189	308.01793		39.91E+00	338.774282	336.132737	333.461045	272.120049	272.421902	272.062081	231.93E+00	276.157464	281.85102	280.457392	278.412514	283.989497	266.817873		337.896348	0.9239E+00	4.7366E+00	4.7330E+00	267.185156	136.43E+00	306.29386	231.74E+00	283.665906	272.848651			0.9055E+00	3.1520E+03	4.1315E+00	-26.820E+00	85.336E+00	4.5337E+00	1.0985E+03	279.720766	956.48E+00	279.020483	279.114409	282.794783	275.213263	280.585135	275.915977	265.980794	265.43112	265.844639	274.132769	277.685208	273.745722	1.0970E+03	277.057882	2.5507E+03	0.8501E+00	0.7670E+00	0.8107E+00	274.279181	273.503324		273.663071	73.981E+00		11.155968	11.328273	11.175726	265.349968	265.257743	264.934138	282.495043	281.395581	281.463103	282.041856	277.921679	307.347317	276.631141	284.163415	77.268E+00	281.00604	231.92E+00	231.51E+00	231.78E+00	231.88E+00	302.24E-03	703.90E+00	559.92E+00	307.891164	578.52E+00	268.800872	268.784457	267.890255	306.317366	64.767E+00	306.024488	841.41E+00	775.46E+00	933.85E+00		0.8092E+00	279.456521	-22.49E+00	269.84318	269.103339	269.964318	273.936073	276.550492	231.97E+00	274.970168	307.112407	2.66116	2.69994	2.711049	307.021958		281.492792	1.8423E+03	3.381056	3.241486	3.392752	281.660983	0.4767E+00	269.446372	268.618347	269.330238	70.101E+00	663.662230514	609.887239633	571.865315107	193.254327628	292.450969413		580.179698791	672.93367849	0.553873243882		8.785163031							308.012807017	305.964004857	270.442023883	265.209578003	8.45349299721	-1.14840214283		16.4169099972	4.63360199721	668.733133243	610.400822872	571.960859957	193.467313146	294.128131607		579.955549899	674.086188095	0.55682832527		8.74342674042							308.604922164	306.25719524	270.52785415	265.117030774	8.38629322611	-1.0901217599		16.5094572261	4.84728722611	674.71260591	609.946588198	570.707965782	190.683437955	292.643951561		581.42047208	677.096685325	0.578117267621		8.60932883727							308.081015014	306.233664937	269.404300994	264.792310574	9.48687042605	-0.788293063214		16.834177426	4.31102842605	6.872115	7.556719	8.544274	281.626488	273.968785333	7.65770266667				
